when,lat,lon,p_centre,p_env,depth,fit_depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,wind_kt,gust_kt,wind_lat,wind_lon,wind_dist_km
2026-04-06 18,58.0,230.0,1004.9,1022.8,17.8,19.5,610.0,1.22,3.195,27.7,35.2,32.4,47.2,55.5,224.25,447.0
2026-04-06 18,36.0,219.0,1005.4,1021.1,15.7,16.8,590.0,0.6,2.843,31.2,45.1,28.3,41.6,38.0,215.0,419.0
2026-04-07 00,54.75,180.0,990.1,1008.9,18.7,25.8,880.0,0.23,2.937,28.1,33.6,28.4,38.1,51.0,176.0,496.0
2026-04-07 00,58.0,234.0,1003.1,1021.3,18.2,18.6,520.0,1.73,3.572,29.5,39.3,29.9,42.6,54.75,228.75,485.0
2026-04-07 00,36.5,220.0,1005.6,1020.8,15.3,16.1,570.0,0.71,2.826,30.6,44.3,27.1,36.2,33.5,219.5,337.0
2026-04-07 06,54.5,186.0,991.0,1009.6,18.6,28.1,960.0,0.25,2.926,28.4,33.5,25.2,33.0,52.0,179.75,500.0
2026-04-07 06,37.25,220.75,1006.9,1021.9,15.0,15.7,550.0,0.76,2.851,30.2,44.0,24.6,33.1,40.0,217.0,447.0
2026-04-07 12,48.5,148.0,989.6,1005.9,16.2,20.7,790.0,0.28,2.621,26.7,32.7,28.4,37.4,50.75,153.75,484.0
2026-04-07 12,55.0,189.5,992.7,1011.9,19.2,27.2,890.0,0.5,3.055,29.0,34.8,26.0,33.1,52.25,195.5,500.0
2026-04-07 18,50.25,150.0,982.2,1003.3,21.1,26.9,780.0,0.46,3.443,32.8,41.8,32.3,45.7,51.25,155.75,419.0
2026-04-07 18,55.75,192.0,994.9,1014.2,19.4,25.3,820.0,0.48,3.09,28.8,34.9,24.7,32.2,54.25,199.25,491.0
2026-04-08 00,52.25,152.25,972.3,1002.0,29.6,35.6,720.0,0.62,4.938,42.5,58.3,32.2,43.7,49.0,148.25,458.0
2026-04-08 00,57.5,194.5,999.0,1016.4,17.4,21.1,750.0,0.31,2.819,25.9,31.2,23.7,30.3,56.0,202.0,486.0
2026-04-08 06,53.25,153.5,960.8,998.4,37.6,41.3,600.0,1.84,6.884,52.1,80.2,40.9,53.0,51.25,150.0,326.0
2026-04-08 06,58.0,195.5,1002.4,1017.8,15.4,17.2,660.0,0.3,2.608,23.7,28.7,21.1,28.6,55.5,188.75,496.0
2026-04-08 12,53.75,155.25,961.9,997.6,35.6,39.7,610.0,2.34,6.509,50.0,75.3,41.4,57.8,51.25,158.25,344.0
2026-04-09 06,51.25,145.0,984.9,1001.5,16.6,18.0,560.0,0.85,3.214,28.9,38.5,31.0,53.0,47.75,147.25,422.0
2026-04-09 12,51.75,149.25,984.7,1003.8,19.1,20.1,530.0,1.27,3.802,32.5,45.2,30.4,44.8,51.0,148.5,98.0
2026-04-09 18,53.25,154.0,985.5,1004.3,18.8,21.2,640.0,1.21,3.313,29.9,38.6,34.4,45.4,51.0,153.25,255.0
2026-04-10 00,54.75,162.25,986.2,1007.0,20.8,23.2,640.0,1.11,3.621,31.8,41.4,33.8,45.6,50.75,165.5,496.0
2026-04-10 06,57.0,166.0,986.8,1007.3,20.5,24.0,700.0,0.74,3.423,30.3,38.1,32.9,45.5,53.5,167.25,397.0
2026-04-10 06,31.25,197.25,999.8,1016.2,16.4,19.5,710.0,0.92,2.748,33.9,49.4,34.0,45.8,32.0,198.25,126.0
2026-04-10 12,36.75,193.25,996.6,1019.2,22.6,23.1,480.0,1.41,4.804,42.9,74.9,38.8,60.9,36.0,197.0,346.0
2026-04-10 18,35.25,192.5,990.6,1017.1,26.5,27.4,500.0,2.23,5.483,48.3,88.7,37.1,52.3,35.25,189.0,318.0
2026-04-11 00,35.5,193.0,988.8,1016.3,27.5,29.0,540.0,2.17,5.374,48.7,86.4,35.5,48.4,35.5,188.5,407.0
2026-04-11 06,47.75,145.5,983.1,1004.7,21.6,24.1,610.0,0.88,3.951,35.7,49.8,34.9,50.0,50.75,148.75,408.0
2026-04-11 06,35.75,193.0,990.0,1015.9,25.9,28.4,600.0,1.79,4.727,45.7,75.5,35.4,46.4,36.25,188.0,453.0
2026-04-11 12,48.5,145.25,981.4,1006.7,25.3,28.1,620.0,1.27,4.534,39.6,56.5,33.2,46.8,51.25,145.25,306.0
2026-04-11 12,36.0,192.0,991.7,1016.2,24.5,27.2,620.0,1.47,4.38,43.6,69.5,33.7,41.5,38.25,188.0,434.0
2026-04-11 18,48.5,145.25,979.6,1006.9,27.3,30.4,630.0,1.45,4.833,41.8,60.2,37.7,53.7,49.75,141.5,306.0
2026-04-11 18,35.5,192.0,993.5,1016.1,22.6,25.3,640.0,1.28,3.953,41.0,63.5,31.7,42.7,38.25,187.75,486.0
2026-04-12 00,48.25,146.0,979.9,1007.9,28.0,31.2,630.0,1.51,4.946,42.6,61.9,37.1,55.5,50.5,141.75,396.0
2026-04-12 00,35.25,192.5,995.1,1015.6,20.5,23.5,670.0,1.07,3.509,38.1,56.7,26.8,35.8,39.25,190.0,497.0
2026-04-12 06,48.0,148.0,982.0,1006.7,24.7,27.5,640.0,1.33,4.297,38.5,54.0,34.0,49.7,49.75,141.75,497.0
2026-04-12 06,35.75,193.5,996.7,1015.4,18.7,21.8,690.0,0.9,3.166,35.2,50.6,29.0,38.5,39.25,190.25,483.0
2026-04-12 12,48.0,151.25,985.8,1007.5,21.7,26.2,710.0,1.21,3.683,34.8,46.3,32.1,47.0,45.5,150.5,284.0
2026-04-12 12,36.75,194.0,999.0,1016.3,17.4,20.2,680.0,0.8,2.964,32.9,46.2,26.0,33.4,38.75,189.0,493.0
2026-04-12 18,49.25,153.75,986.4,1006.7,20.3,27.2,820.0,0.86,3.316,32.4,40.9,30.6,43.5,46.25,156.0,374.0
2026-04-12 18,37.5,193.5,1000.6,1016.6,16.0,18.3,670.0,0.69,2.737,30.5,42.0,25.7,31.6,39.75,188.75,482.0
2026-04-13 00,50.5,155.5,987.7,1007.2,19.5,28.5,920.0,0.67,3.094,30.8,37.4,31.2,42.0,46.75,152.0,490.0
2026-04-13 00,37.5,192.5,1001.0,1016.2,15.1,17.2,660.0,0.6,2.602,29.3,39.9,24.5,31.1,38.5,187.0,495.0
2026-04-13 06,51.75,156.75,987.6,1006.5,18.9,29.2,990.0,0.41,2.953,29.5,35.1,28.9,40.5,47.5,155.0,489.0
2026-04-13 12,52.75,155.75,989.4,1007.4,18.0,30.0,1070.0,0.51,2.808,28.3,32.9,32.1,44.0,57.0,153.5,494.0
2026-04-13 18,54.25,153.75,989.5,1007.3,17.8,26.5,950.0,0.29,2.794,27.3,32.1,33.7,50.8,58.5,153.25,474.0
2026-04-13 18,57.75,217.0,997.5,1012.6,15.1,19.3,790.0,0.68,2.439,23.0,26.9,26.3,38.0,58.75,208.75,495.0
2026-04-14 00,54.5,157.0,990.6,1007.8,17.2,28.0,1040.0,0.4,2.693,26.7,30.9,33.9,47.1,58.75,154.5,497.0
2026-04-14 06,53.5,158.0,991.6,1008.3,16.6,26.9,1040.0,0.55,2.587,26.0,30.0,28.8,39.7,49.5,154.75,498.0
2026-04-14 12,56.25,157.0,994.3,1010.1,15.8,21.4,860.0,0.39,2.491,24.0,28.0,33.5,48.7,60.0,160.0,453.0
2026-04-16 12,37.75,153.0,999.6,1016.3,16.7,17.4,570.0,0.63,3.061,32.0,46.7,37.0,53.7,37.25,150.25,249.0
2026-04-16 18,42.0,162.25,994.8,1015.1,20.3,20.3,400.0,1.28,5.075,40.4,70.8,37.4,56.5,42.0,160.0,186.0
2026-04-17 00,44.0,165.75,991.8,1015.3,23.5,23.5,440.0,1.42,5.33,42.3,71.6,37.1,55.2,44.0,164.5,100.0
2026-04-17 06,46.5,168.75,983.4,1013.1,29.7,29.9,450.0,2.05,6.656,49.0,85.6,36.2,58.0,43.25,170.75,394.0
2026-04-17 06,35.75,161.25,996.0,1012.5,16.4,16.9,520.0,0.59,3.25,33.5,51.9,35.7,54.8,36.5,161.0,86.0
2026-04-17 12,48.75,171.25,976.9,1012.6,35.6,36.8,500.0,2.11,7.357,53.4,91.3,37.9,57.8,46.25,174.75,383.0
2026-04-17 12,36.0,165.25,994.8,1014.0,19.2,19.1,460.0,0.86,4.159,38.6,66.0,39.2,59.5,35.0,165.25,111.0
2026-04-17 18,50.75,173.25,971.5,1011.2,39.8,41.6,530.0,2.0,7.854,56.2,94.7,39.6,54.4,53.25,176.5,356.0
2026-04-17 18,38.5,170.5,990.8,1011.8,21.0,20.9,440.0,1.31,4.759,40.9,71.4,42.5,63.0,37.5,169.0,172.0
2026-04-18 00,51.75,174.25,967.2,1009.9,42.7,44.8,520.0,2.67,8.612,59.3,102.3,43.4,62.3,54.75,175.0,337.0
2026-04-18 00,40.5,174.75,991.4,1011.6,20.2,20.4,460.0,1.2,4.441,38.7,63.8,44.2,59.3,40.0,173.5,120.0
2026-04-18 00,49.0,217.5,1003.6,1019.3,15.7,16.5,560.0,0.53,2.951,27.5,36.5,28.9,38.1,50.0,224.25,500.0
2026-04-18 06,52.75,175.5,963.2,1009.1,45.9,48.3,530.0,3.07,9.108,61.7,106.8,45.1,70.0,53.5,172.5,217.0
2026-04-18 06,49.0,218.75,1000.1,1018.4,18.3,19.3,560.0,0.55,3.442,31.1,42.6,28.4,39.0,49.25,217.0,130.0
2026-04-18 12,54.0,177.0,963.1,1009.6,46.5,51.0,610.0,2.05,8.359,60.0,96.4,43.0,61.6,53.0,173.75,242.0
2026-04-18 12,49.0,219.5,996.4,1017.3,20.8,22.1,560.0,0.93,3.941,34.6,48.7,33.9,48.3,48.5,216.75,209.0
2026-04-18 18,55.25,178.0,960.8,1009.1,48.3,53.9,640.0,1.53,8.428,60.7,95.7,44.9,66.5,59.5,178.0,473.0
2026-04-18 18,49.0,220.5,997.0,1017.2,20.2,21.4,580.0,0.74,3.696,33.2,45.7,39.0,54.4,48.0,217.25,264.0
2026-04-19 00,56.25,179.0,961.7,1008.9,47.2,53.1,650.0,1.26,8.175,59.3,91.8,46.8,69.5,60.0,174.5,493.0
2026-04-19 00,48.0,221.25,995.7,1016.7,20.9,21.5,550.0,1.07,3.902,34.5,49.0,40.5,55.8,47.25,218.75,205.0
2026-04-19 00,45.5,152.25,999.1,1014.9,15.8,16.4,520.0,0.82,3.158,29.6,41.3,29.5,37.8,44.25,158.25,493.0
2026-04-19 06,57.0,179.0,963.7,1007.8,44.1,48.6,620.0,1.29,7.843,56.6,87.3,46.0,69.8,60.75,177.5,426.0
2026-04-19 06,46.5,222.0,995.8,1017.0,21.2,21.3,500.0,1.38,4.26,36.5,54.8,40.8,55.3,47.75,218.0,333.0
2026-04-19 06,46.0,156.0,996.7,1012.9,16.1,16.7,520.0,0.69,3.205,29.8,41.6,30.7,41.7,44.0,160.25,401.0
2026-04-19 12,57.25,179.0,969.9,1008.0,38.1,41.7,600.0,1.45,6.954,51.2,77.2,42.9,63.5,60.75,176.75,410.0
2026-04-19 12,46.75,160.75,995.0,1012.7,17.7,18.5,550.0,0.58,3.36,31.0,43.0,33.1,43.8,42.5,162.25,487.0
2026-04-19 12,45.25,222.75,995.8,1016.4,20.6,21.0,500.0,1.46,4.197,36.5,55.2,39.1,53.4,44.5,219.0,307.0
2026-04-19 18,57.5,180.0,976.2,1008.3,32.1,34.9,590.0,1.28,5.916,45.1,65.5,39.9,57.4,60.0,174.5,422.0
2026-04-19 18,29.25,155.5,986.2,1012.2,26.0,25.8,410.0,0.91,6.292,52.2,120.2,40.9,59.7,27.0,157.0,290.0
2026-04-19 18,47.5,165.0,991.9,1010.5,18.6,19.4,540.0,0.73,3.585,32.3,45.4,33.3,47.2,44.5,168.0,406.0
2026-04-19 18,43.75,223.0,998.1,1017.1,19.0,19.7,530.0,1.27,3.71,34.2,50.1,38.6,51.5,43.5,218.25,383.0
2026-04-20 00,57.5,181.5,983.0,1009.5,26.5,27.9,530.0,1.43,5.256,40.2,58.2,38.4,52.3,55.75,182.0,197.0
2026-04-20 00,29.5,158.5,987.3,1013.2,25.8,25.7,410.0,0.9,6.275,52.0,118.9,38.7,56.4,27.0,158.25,279.0
2026-04-20 00,48.75,169.25,989.2,1009.6,20.4,21.5,530.0,1.54,4.053,35.0,50.3,33.9,48.5,48.75,167.5,128.0
2026-04-20 00,41.5,222.5,1000.9,1016.7,15.8,16.5,540.0,0.94,3.049,30.2,42.9,35.2,48.7,41.25,217.75,397.0
2026-04-20 06,49.75,172.0,989.2,1009.6,20.4,22.7,610.0,1.23,3.714,33.4,45.4,33.7,46.8,48.25,169.5,247.0
2026-04-20 06,58.0,184.0,989.6,1010.2,20.6,21.6,510.0,1.45,4.244,33.6,46.7,36.0,47.2,56.25,185.25,209.0
2026-04-20 06,29.5,160.75,989.8,1011.8,22.0,22.2,460.0,0.69,4.831,45.7,91.6,39.9,52.3,30.5,160.0,133.0
2026-04-20 12,49.0,173.0,990.8,1010.7,19.9,23.5,700.0,1.08,3.356,31.9,41.5,32.8,45.7,49.0,179.5,474.0
2026-04-20 12,29.5,163.25,994.7,1013.3,18.6,19.1,500.0,0.57,3.816,40.0,72.3,38.0,55.0,31.5,164.0,234.0
2026-04-20 18,48.75,174.75,989.5,1009.9,20.5,24.7,720.0,1.2,3.428,32.7,42.6,32.0,43.0,48.25,173.5,108.0
2026-04-21 00,49.0,176.75,986.9,1009.7,22.8,28.2,740.0,1.18,3.817,35.8,47.2,31.1,40.9,48.25,174.75,169.0
2026-04-21 06,52.25,177.25,984.1,1010.8,26.7,31.3,700.0,0.93,4.468,39.0,52.7,36.4,50.0,55.25,173.5,415.0
2026-04-21 12,51.75,175.25,982.6,1010.6,27.9,32.2,680.0,1.22,4.738,40.8,56.3,38.0,50.6,54.0,171.75,343.0
2026-04-21 18,52.75,184.0,979.0,1008.3,29.3,40.3,870.0,0.63,4.637,41.8,54.4,33.7,45.8,57.0,181.5,499.0
2026-04-22 00,53.5,181.5,971.6,1007.7,36.1,43.8,740.0,1.07,5.918,48.8,68.7,40.0,59.1,57.25,180.5,422.0
2026-04-22 06,53.25,180.5,966.1,1005.7,39.6,45.4,670.0,1.53,6.78,52.9,79.0,41.6,60.1,57.5,179.5,477.0
2026-04-22 12,53.25,181.25,964.7,1004.9,40.2,45.2,640.0,1.83,7.06,53.9,82.2,39.1,54.0,56.75,176.5,493.0
2026-04-22 18,53.25,182.25,965.9,1003.7,37.8,42.9,650.0,1.8,6.595,51.5,76.8,38.0,50.7,49.25,185.0,484.0
2026-04-23 00,54.25,184.5,970.2,1004.7,34.5,39.9,680.0,1.38,5.874,47.3,67.6,36.7,52.5,52.0,188.25,354.0
2026-04-23 06,55.75,186.25,974.5,1006.3,31.8,37.6,710.0,1.05,5.294,43.6,59.8,35.2,49.3,53.75,189.0,284.0
2026-04-23 12,57.75,187.0,979.3,1008.8,29.5,35.0,720.0,0.75,4.863,40.3,53.7,33.0,44.4,55.5,191.5,372.0
2026-04-24 00,35.75,147.0,1000.1,1016.0,15.8,15.7,400.0,1.36,3.918,35.6,62.6,35.4,50.1,35.25,147.75,88.0
2026-04-24 06,36.75,151.5,998.3,1015.1,16.8,17.0,440.0,0.96,3.862,35.9,60.2,34.9,50.0,36.5,152.25,72.0
2026-04-24 12,38.0,156.75,997.6,1015.9,18.4,18.6,480.0,0.81,3.885,36.5,58.9,36.8,52.0,37.75,158.0,113.0
2026-04-24 18,39.5,162.5,995.2,1013.7,18.6,19.2,500.0,1.03,3.833,36.0,56.2,37.6,55.4,39.25,164.75,195.0
2026-04-24 18,49.75,192.75,1000.2,1015.8,15.6,15.2,290.0,0.91,5.249,35.6,64.2,37.8,49.7,48.25,192.75,167.0
2026-04-25 00,42.0,169.5,990.7,1012.8,22.1,23.1,520.0,1.51,4.449,39.6,62.0,38.5,53.9,39.75,169.75,251.0
2026-04-25 06,44.5,174.25,985.5,1010.7,25.3,27.3,570.0,1.49,4.788,41.9,63.8,36.7,51.0,42.0,176.25,322.0
2026-04-25 12,47.0,177.75,979.2,1009.7,30.5,32.7,570.0,1.78,5.741,46.9,73.3,37.1,51.8,44.25,180.0,352.0
2026-04-25 18,49.25,180.0,966.8,1007.5,40.7,41.8,490.0,3.3,8.536,58.8,105.2,37.2,54.1,47.75,181.25,191.0
2026-04-26 00,50.25,182.5,957.8,1006.7,48.9,50.2,480.0,4.24,10.459,66.7,127.0,48.9,69.1,49.5,182.0,91.0
2026-04-26 06,52.75,185.5,957.1,1005.3,48.2,51.1,540.0,2.79,9.459,63.7,110.9,45.5,66.2,51.0,187.0,220.0
2026-04-26 12,54.5,186.0,957.8,1004.0,46.2,50.4,580.0,2.41,8.694,60.7,99.7,43.6,59.9,51.75,186.5,308.0
2026-04-26 18,55.75,186.25,958.9,1003.2,44.3,49.2,610.0,2.14,8.072,57.9,91.1,39.4,55.4,53.75,191.25,390.0
2026-04-27 00,56.5,185.75,961.5,1003.6,42.1,47.1,630.0,1.86,7.479,55.0,83.7,37.7,52.4,53.75,191.25,464.0
2026-04-27 06,57.0,185.0,963.4,1003.7,40.3,45.3,640.0,1.72,7.085,52.9,78.8,35.9,48.7,53.0,181.5,497.0
2026-04-27 12,57.0,184.0,966.4,1004.3,37.9,43.1,650.0,1.67,6.632,50.5,73.8,33.3,45.7,59.5,177.0,495.0
2026-04-27 12,39.25,146.75,995.9,1015.1,19.1,20.1,540.0,1.38,3.723,36.0,54.9,34.3,51.1,37.25,147.0,223.0
2026-04-27 18,56.5,184.25,969.3,1004.8,35.6,40.1,640.0,1.53,6.263,48.3,70.1,35.6,46.5,55.0,178.5,396.0
2026-04-27 18,40.25,150.0,989.2,1013.4,24.2,24.5,460.0,2.34,5.317,44.1,76.8,40.2,58.6,40.0,149.0,89.0
2026-04-28 00,56.0,185.25,973.4,1006.5,33.1,36.6,620.0,1.44,5.903,46.0,66.5,35.1,47.9,52.5,180.5,496.0
2026-04-28 00,42.5,154.25,985.9,1014.0,28.1,29.1,530.0,1.76,5.483,46.1,75.7,39.9,57.3,40.0,155.25,290.0
2026-04-28 06,56.0,187.0,977.4,1007.4,30.0,32.8,610.0,1.18,5.381,42.6,60.6,33.5,43.5,52.75,182.25,474.0
2026-04-28 06,44.25,158.25,984.1,1011.6,27.5,29.3,570.0,1.34,5.138,44.2,68.7,42.9,61.1,41.75,157.5,285.0
2026-04-28 12,56.0,188.75,981.5,1008.7,27.3,29.4,590.0,1.11,4.982,39.9,56.1,29.8,40.7,51.75,187.75,477.0
2026-04-28 12,46.25,163.0,983.6,1010.0,26.4,28.7,590.0,1.03,4.857,42.1,62.8,40.0,57.2,42.0,162.5,474.0
2026-04-28 18,46.75,165.0,982.5,1007.1,24.6,26.5,560.0,1.91,4.734,40.6,60.7,39.2,53.6,44.5,165.0,250.0
2026-04-28 18,56.75,190.0,984.1,1008.9,24.8,26.4,580.0,0.94,4.551,36.8,50.8,26.6,35.5,53.25,186.25,457.0
2026-04-28 18,48.75,153.25,991.9,1006.9,15.0,14.7,260.0,0.76,5.673,36.5,70.4,30.2,43.3,48.5,152.0,96.0
2026-04-29 00,47.25,168.5,979.4,1005.9,26.4,27.5,480.0,2.1,5.727,44.6,72.8,40.3,57.9,46.0,168.0,144.0
2026-04-29 00,57.5,190.5,987.1,1009.0,21.8,22.6,530.0,0.91,4.261,34.1,47.1,25.0,35.9,53.75,190.25,417.0
2026-04-29 06,47.25,172.0,978.8,1004.7,26.0,26.6,470.0,1.83,5.663,44.0,72.0,44.2,62.9,44.25,174.75,396.0
2026-04-29 12,48.75,178.75,979.2,1005.2,26.1,28.8,610.0,0.96,4.72,40.6,58.6,42.2,60.1,45.5,175.0,459.0
2026-04-29 18,48.75,180.5,981.8,1003.7,21.9,24.6,620.0,0.91,3.96,35.6,49.2,42.6,58.9,44.75,179.75,448.0
2026-04-30 00,49.25,185.75,985.1,1004.6,19.5,24.5,760.0,0.48,3.224,31.3,39.7,36.7,50.7,45.5,184.25,432.0
2026-04-30 12,52.5,193.75,987.3,1004.4,17.1,26.3,970.0,0.17,2.713,27.1,31.9,29.5,39.4,48.75,197.0,476.0
2026-04-30 18,54.0,195.75,987.3,1003.9,16.6,27.8,1040.0,0.17,2.675,26.6,30.9,27.2,33.6,54.5,203.25,490.0
