track,when,lat,lon,lead_h,hf24,hf48,depth,scale_km,grad,vg_kt,gust_kt,p_centre,up_high_hpa,up_high_rel,down_low_hpa,down_low_rel,thick_anom_m,thick_anom_east_m,thick_m,trough_km,trough_bearing,trough_anom_m,sst_grad,sst_c,hvtl,hvtu,depth_pw,dt,gfs_f024_kt
813,2021-11-27 06,47.75,210.25,nan,0,0,16.2,630.0,3.026,29.1,43.5,989.3,1017.0729303652488,27.820366888686294,992.1654885866176,2.9129251100550846,48.63232421875,155.46231849997918,5404.20361328125,878.3681379337964,240.8502249776866,-244.52685546875,2.2373218536376953,8.653649902343773,-196.91246032714844,-389.25689697265625,16.67,2021-11-27 06,38.3
850,2021-12-08 06,43.75,164.75,30.0,0,1,24.8,410.0,5.953,44.9,61.5,995.5,1029.5287224311592,34.07333913037792,1020.1290221983877,24.673638897606452,240.28466796875,44.97514040304569,5665.02587890625,1803.3425917370873,336.9108105197391,-281.23291015625,6.370965480804443,10.706170654296898,-105.59697723388672,-490.8166809082031,21.45,2021-12-08 06,43.9
869,2021-12-15 18,32.75,157.75,18.0,1,1,6.3,230.0,2.624,23.4,43.5,1011.0,1022.997637030011,11.997698065167242,1016.2073643004921,5.207425335648395,61.8212890625,0.04500244377077238,5606.251953125,1997.1572382623215,328.4462480351819,-319.6171875,5.760997772216797,20.993157958984398,-235.77114868164062,-461.17645263671875,7.37,2021-12-15 18,64.8
866,2021-12-15 18,56.25,146.0,nan,0,0,18.0,440.0,4.169,32.4,45.7,991.6,1040.15749275716,48.52004158528507,974.0248169922911,-17.612634179583893,-197.24755859375,-44.58136011127686,5019.4404296875,608.2404504006389,229.01123411598388,-418.91162109375,3.667929172515869,0.6914306640625227,115.36442565917969,-71.10578155517578,22.47,2021-12-15 18,35.5
888,2021-12-20 06,30.75,170.5,48.0,0,1,8.2,520.0,1.706,22.0,44.0,1002.8,1015.821163361184,13.046932404152699,1011.3354917496353,8.561260792604003,126.64404296875,60.73238462912305,5690.12451171875,1999.3035902033084,302.16864641341556,-268.04541015625,4.002779006958008,22.779901123046898,-302.7017822265625,-396.2383728027344,8.25,2021-12-20 06,44.2
898,2021-12-24 00,48.75,150.75,nan,0,0,13.9,530.0,2.75,25.8,42.2,1003.3,1045.8215713635134,42.502052320544635,994.6796806170526,-8.639838425916196,-125.7236328125,128.18417461352973,5124.53857421875,1496.732163838452,260.1970253849036,-336.7421875,5.255263805389404,2.7679992675781477,-18.009307861328125,-149.63844299316406,10.3,2021-12-24 00,43.8
903,2021-12-25 18,45.0,159.25,12.0,1,1,18.0,280.0,6.262,40.8,58.1,978.7,1029.4767395424856,50.755303995610575,978.2930134194218,-0.4284221274532456,59.59375,176.09573125269463,5388.3310546875,729.0162401159612,267.81110691102504,-439.4130859375,9.397037506103516,6.482934570312523,-352.6749267578125,-346.6629943847656,19.51,2021-12-25 18,53.1
917,2021-12-29 12,43.75,172.75,6.0,1,1,21.6,320.0,6.607,44.5,65.0,991.0,1026.1252852528035,35.11088095592845,1005.2938631452487,14.279458848373679,-0.2275390625,182.9374662461468,5357.9580078125,1998.8223089104404,293.86551469988825,-265.2939453125,8.309028625488281,10.115289306640648,13.270318984985352,-440.2637634277344,24.3,2021-12-29 12,42.4
942,2022-01-03 00,48.5,144.75,nan,0,0,22.0,340.0,6.297,42.7,61.8,987.7,1031.856313776846,44.19316680418979,991.5323415420189,3.869194569362662,-131.59716796875,-96.4943613166307,5134.49560546875,484.1264658822982,202.49628154291327,-452.0341796875,8.909074783325195,-1.3526977539062273,297.61517333984375,-127.953125,24.73,2022-01-03 00,48.4
956,2022-01-05 18,39.75,176.25,nan,0,0,13.7,650.0,2.429,26.8,49.1,981.2,1011.6467699672983,30.46677729151702,987.2658717425041,6.085879066722896,21.75390625,-44.13927497476348,5433.533203125,1276.5438279090697,273.72087003204626,-442.28564453125,6.855678558349609,14.765802001953148,-241.11822509765625,-282.37139892578125,11.03,2022-01-05 18,42.6
