track,hf,when,lat,lon,p_centre,p_env,depth,scale_km,fit_rms,grad_hpa_per_100km,vg_kt,vgeo_kt,wind_kt,gust_kt,wind_dist_km
0,0,2020-10-01 00,43.25,203.75,976.8,1003.0,26.3,430.0,1.68,6.141,46.7,83.6,46.4,66.3,258.0
1,0,2020-10-01 00,55.0,202.0,977.9,1001.3,23.3,710.0,0.46,3.866,34.1,44.1,29.0,40.4,462.0
2,0,2020-10-01 00,43.0,153.25,997.4,1014.3,17.0,380.0,0.68,4.356,35.4,59.6,33.4,45.0,168.0
3,0,2020-10-01 00,40.75,172.75,1003.6,1016.2,12.6,340.0,0.59,3.585,30.4,51.3,32.7,46.1,224.0
0,0,2020-10-01 06,43.75,205.5,973.1,1005.0,32.0,480.0,1.67,6.831,51.8,92.2,44.1,63.6,103.0
1,0,2020-10-01 06,56.75,200.0,983.7,1002.6,18.9,710.0,0.25,3.122,28.2,34.8,28.8,49.1,482.0
2,0,2020-10-01 06,43.5,154.0,997.6,1013.7,16.1,370.0,0.88,4.237,34.3,57.4,33.6,43.4,118.0
3,0,2020-10-01 06,39.75,176.0,1004.3,1015.3,11.0,350.0,0.54,3.037,27.5,44.3,31.3,42.5,342.0
0,0,2020-10-01 12,45.25,206.25,969.0,1005.1,36.1,500.0,2.1,7.468,55.3,98.1,42.5,63.8,145.0
1,0,2020-10-01 12,57.5,197.5,987.8,1002.8,14.9,640.0,0.51,2.639,23.9,29.2,25.7,36.5,418.0
2,0,2020-10-01 12,44.0,155.5,1000.0,1014.9,14.9,380.0,0.81,3.869,32.3,52.0,28.2,39.4,140.0
3,0,2020-10-01 12,38.25,179.25,1004.6,1015.4,10.8,350.0,0.43,2.977,27.5,44.9,29.1,38.6,453.0
0,0,2020-10-01 18,47.0,207.0,968.7,1005.8,37.1,540.0,2.05,7.229,54.6,92.2,43.5,62.6,174.0
2,0,2020-10-01 18,44.0,156.75,1000.3,1014.3,13.9,480.0,0.94,2.935,27.8,39.4,28.7,39.1,103.0
3,0,2020-10-01 18,37.25,181.25,1004.7,1014.5,9.8,340.0,0.43,2.788,26.3,43.0,28.1,37.8,420.0
0,0,2020-10-02 00,49.25,208.5,968.4,1005.4,36.9,570.0,2.02,6.94,53.0,85.5,45.1,63.2,202.0
2,0,2020-10-02 00,44.5,159.0,1000.8,1014.0,13.2,540.0,0.8,2.563,25.5,34.1,30.0,43.1,480.0
3,0,2020-10-02 00,35.5,184.0,1005.1,1013.6,8.6,350.0,0.43,2.353,23.9,37.8,26.9,35.4,88.0
0,0,2020-10-02 06,52.75,208.25,968.9,1005.0,36.2,600.0,1.49,6.5,50.0,76.2,41.4,57.8,292.0
2,0,2020-10-02 06,44.75,162.0,997.3,1011.9,14.6,560.0,0.59,2.763,27.2,36.6,31.9,46.1,343.0
3,0,2020-10-02 06,34.5,185.25,1005.1,1012.5,7.4,360.0,0.3,2.009,21.6,33.1,25.7,34.0,491.0
0,0,2020-10-02 12,54.75,207.75,970.9,1002.9,32.0,580.0,1.44,5.941,45.8,67.9,38.5,52.4,291.0
6,0,2020-10-02 12,45.0,175.5,995.1,1006.2,11.1,540.0,0.43,2.175,22.2,28.7,31.3,42.5,376.0
3,0,2020-10-02 12,34.5,185.25,1006.0,1011.6,5.5,320.0,0.39,1.711,18.6,28.2,23.9,32.9,107.0
0,0,2020-10-02 18,56.5,204.5,975.5,1000.2,24.7,700.0,0.75,4.204,36.0,47.0,37.4,52.2,332.0
6,0,2020-10-02 18,45.5,179.0,989.0,1003.6,14.6,570.0,0.52,2.739,26.9,35.8,33.9,49.1,411.0
6,0,2020-10-03 00,46.0,184.5,982.8,1001.4,18.7,480.0,1.02,3.994,34.6,51.8,35.4,48.6,392.0
6,0,2020-10-03 06,46.5,189.0,981.3,1001.6,20.3,480.0,1.18,4.321,36.5,55.6,33.8,47.0,421.0
7,0,2020-10-03 06,36.25,217.5,1013.5,1019.2,5.7,240.0,0.46,2.217,20.4,35.0,29.0,42.0,158.0
6,0,2020-10-03 12,47.5,193.25,981.8,1002.4,20.6,520.0,1.09,4.164,35.9,52.7,35.4,52.7,493.0
7,0,2020-10-03 12,37.5,218.5,1012.6,1018.7,6.1,240.0,0.59,2.388,21.2,36.6,30.1,37.6,44.0
6,0,2020-10-03 18,48.75,197.75,984.6,1004.2,19.6,550.0,1.02,3.805,33.6,47.2,35.3,47.4,464.0
7,0,2020-10-03 18,37.5,219.0,1014.2,1020.0,5.8,210.0,0.69,2.645,21.9,40.5,26.0,36.4,66.0
6,0,2020-10-04 00,51.0,203.0,986.3,1006.1,19.8,540.0,1.02,3.889,33.4,46.7,34.2,47.2,491.0
7,0,2020-10-04 00,37.75,219.75,1014.0,1019.1,5.1,190.0,0.81,2.626,21.0,40.0,23.3,31.0,88.0
6,0,2020-10-04 06,53.0,207.0,988.5,1007.9,19.4,570.0,0.74,3.598,31.3,42.0,30.1,42.2,451.0
6,0,2020-10-04 12,55.0,210.5,988.9,1008.3,19.4,560.0,0.51,3.618,30.9,41.2,29.0,39.7,477.0
6,0,2020-10-04 18,56.75,212.0,986.9,1007.8,20.9,550.0,0.86,3.98,32.8,44.4,30.2,44.2,494.0
6,0,2020-10-05 00,58.0,212.5,980.5,1006.9,26.5,480.0,1.73,5.667,41.4,62.4,36.0,53.2,330.0
9,0,2020-10-05 06,46.0,146.5,992.8,1007.1,14.3,740.0,1.16,2.428,25.4,31.5,30.0,43.6,496.0
9,0,2020-10-05 12,48.5,146.5,987.4,1007.5,20.2,610.0,2.02,3.754,34.1,46.8,28.1,38.3,443.0
9,0,2020-10-05 18,49.5,147.75,979.7,1006.3,26.6,470.0,2.98,5.896,44.6,72.4,37.5,59.1,72.0
9,0,2020-10-06 00,50.25,150.25,979.3,1006.4,27.2,470.0,2.59,5.998,44.9,72.8,39.8,54.2,195.0
9,0,2020-10-06 06,50.5,153.75,980.5,1004.9,24.4,490.0,2.29,5.263,41.2,63.7,35.3,50.0,245.0
10,0,2020-10-06 06,53.75,161.75,982.7,1006.4,23.7,1020.0,2.0,3.812,36.2,44.1,30.8,43.2,57.0
10,0,2020-10-06 12,55.5,164.5,976.1,1005.7,29.5,840.0,2.12,4.766,41.5,54.0,34.3,45.3,115.0
10,0,2020-10-06 18,57.5,167.0,969.0,1003.1,34.2,720.0,2.08,5.79,46.4,64.1,37.3,56.5,173.0
10,0,2020-10-07 00,57.75,171.5,965.8,1002.2,36.4,780.0,1.35,5.962,48.2,65.8,40.6,55.7,293.0
11,0,2020-10-07 06,39.0,216.0,1017.4,1022.9,5.5,540.0,0.21,1.032,12.9,15.3,26.9,33.7,424.0
11,0,2020-10-07 12,42.0,217.0,1014.5,1021.5,7.1,410.0,0.46,1.666,17.6,23.2,27.9,38.7,421.0
11,0,2020-10-07 18,43.25,220.25,1011.4,1020.1,8.7,410.0,0.48,2.046,20.4,27.9,29.6,45.4,86.0
11,0,2020-10-08 00,44.25,221.75,1007.5,1017.4,9.9,370.0,0.54,2.549,23.5,34.1,31.5,41.8,80.0
11,0,2020-10-08 06,44.0,222.25,1006.5,1017.0,10.5,350.0,0.53,2.837,25.1,38.1,33.6,44.1,85.0
11,0,2020-10-08 12,42.75,225.0,1005.5,1015.2,9.8,450.0,0.26,2.129,21.6,29.3,34.3,47.2,353.0
14,0,2020-10-08 18,37.75,155.25,1015.1,1021.8,6.7,270.0,0.41,2.364,21.8,36.0,28.0,37.8,132.0
14,0,2020-10-09 00,39.0,161.25,1013.1,1021.2,8.1,290.0,0.52,2.662,23.9,39.5,27.1,51.4,375.0
14,0,2020-10-09 06,40.0,167.0,1009.7,1018.6,8.9,240.0,0.5,3.569,27.5,51.8,30.1,45.2,35.0
14,0,2020-10-09 12,40.75,173.0,1009.0,1017.1,8.2,300.0,0.4,2.617,23.4,37.4,28.9,41.3,342.0
16,0,2020-10-09 18,54.75,222.75,985.4,1000.0,14.6,570.0,1.23,2.812,25.3,32.1,31.8,46.8,128.0
14,0,2020-10-09 18,41.25,178.0,1007.0,1014.9,7.9,320.0,0.36,2.365,22.0,33.5,27.6,39.0,84.0
16,0,2020-10-10 00,56.0,221.75,980.8,997.2,16.3,470.0,1.72,3.649,29.7,41.1,32.5,46.0,95.0
14,0,2020-10-10 00,42.25,185.0,1003.9,1012.3,8.5,300.0,0.46,2.695,23.6,37.4,28.9,37.4,69.0
16,0,2020-10-10 06,56.5,221.25,979.5,997.2,17.7,410.0,1.98,4.343,32.9,48.6,31.9,38.3,112.0
14,0,2020-10-10 06,43.25,191.75,1003.1,1010.9,7.8,340.0,0.42,2.201,20.8,30.0,27.8,37.8,117.0
16,0,2020-10-10 12,57.0,221.5,978.7,997.1,18.4,300.0,2.06,5.91,37.7,65.8,32.6,45.4,111.0
17,0,2020-10-10 12,58.0,178.0,988.8,1004.5,15.7,810.0,0.87,2.548,23.9,28.0,26.9,37.0,335.0
14,0,2020-10-10 12,44.25,198.0,1001.7,1009.8,8.1,370.0,0.48,2.109,20.3,28.2,29.6,39.3,179.0
16,0,2020-10-10 18,57.5,221.5,981.2,998.2,17.0,310.0,1.94,5.199,34.6,57.5,32.7,44.0,56.0
17,0,2020-10-10 18,57.25,177.0,991.3,1006.7,15.4,760.0,0.75,2.544,23.8,28.2,30.2,39.7,412.0
16,0,2020-10-11 00,57.75,221.5,984.9,999.7,14.8,280.0,1.85,4.881,32.1,53.9,27.1,37.8,103.0
17,0,2020-10-11 00,56.0,176.75,993.9,1009.0,15.1,720.0,0.65,2.529,23.8,28.5,28.2,38.5,479.0
18,0,2020-10-11 00,47.0,210.75,999.5,1009.2,9.6,360.0,0.55,2.6,23.1,33.2,31.7,42.4,217.0
16,0,2020-10-11 06,58.0,222.0,989.8,1001.9,12.1,310.0,1.66,3.629,26.6,39.9,25.5,36.2,59.0
17,0,2020-10-11 06,54.75,177.0,996.7,1010.6,14.0,710.0,0.52,2.354,22.5,26.9,27.3,36.1,493.0
18,0,2020-10-11 06,47.5,216.25,1000.5,1011.1,10.6,370.0,0.63,2.803,24.5,35.5,31.7,43.2,270.0
18,0,2020-10-11 12,48.25,223.75,999.8,1013.1,13.3,410.0,0.6,3.164,27.4,39.6,35.0,46.0,159.0
18,0,2020-10-11 18,49.0,230.75,998.3,1014.1,15.8,320.0,0.87,4.736,34.3,58.6,33.8,45.5,59.0
18,0,2020-10-12 00,49.25,233.0,997.6,1013.6,16.0,300.0,1.15,5.111,35.4,63.0,32.1,49.4,340.0
22,0,2020-10-12 06,42.25,210.0,1013.6,1019.7,6.2,260.0,0.5,2.276,20.1,31.6,25.1,35.0,35.0
22,0,2020-10-12 12,43.75,213.75,1010.3,1019.0,8.6,300.0,0.48,2.774,23.8,37.4,27.3,37.8,34.0
23,0,2020-10-12 18,55.0,201.5,1000.5,1010.8,10.3,1000.0,0.49,1.715,17.6,19.5,22.9,31.1,418.0
22,0,2020-10-12 18,45.0,218.0,1008.4,1019.4,11.0,350.0,0.61,3.014,26.1,39.8,28.4,40.1,34.0
23,0,2020-10-13 00,55.5,203.5,1001.3,1011.6,10.3,900.0,0.47,1.695,17.2,19.2,24.0,31.1,477.0
22,0,2020-10-13 00,46.75,222.75,1003.1,1018.0,14.9,410.0,0.57,3.532,30.1,45.3,33.2,43.2,462.0
22,0,2020-10-13 06,48.5,227.25,996.0,1017.0,21.0,400.0,0.94,5.155,39.0,64.2,34.6,51.5,295.0
23,0,2020-10-13 06,55.5,205.0,1002.3,1012.6,10.3,780.0,0.55,1.728,17.3,19.6,22.4,29.1,480.0
22,0,2020-10-13 12,49.75,230.5,983.9,1015.8,31.9,310.0,2.64,9.873,55.6,120.7,42.4,63.7,56.0
23,0,2020-10-13 12,56.0,205.5,1004.1,1014.0,9.9,760.0,0.51,1.679,16.7,18.9,21.4,27.6,445.0
26,0,2020-10-13 12,34.0,189.0,1014.9,1020.6,5.7,320.0,0.4,1.699,18.7,28.4,26.3,40.5,429.0
22,0,2020-10-13 18,50.0,234.5,994.0,1014.9,20.8,420.0,1.61,4.912,37.7,59.8,35.8,56.8,299.0
23,0,2020-10-13 18,56.0,205.5,1006.2,1015.6,9.4,780.0,0.41,1.562,15.7,17.6,20.2,27.0,432.0
26,0,2020-10-13 18,34.25,191.5,1011.5,1019.5,8.0,470.0,0.61,1.717,20.5,28.5,29.7,39.6,118.0
26,0,2020-10-14 00,34.25,194.0,1006.9,1016.8,9.9,580.0,0.68,1.833,22.6,30.4,30.2,40.5,149.0
23,0,2020-10-14 00,56.75,210.0,1008.3,1016.2,7.9,810.0,0.38,1.281,13.0,14.3,20.7,28.5,486.0
29,0,2020-10-14 06,53.25,155.25,1002.1,1013.8,11.7,640.0,0.63,2.09,20.3,24.3,37.0,51.9,451.0
26,0,2020-10-14 06,35.0,196.75,1002.8,1015.7,12.9,580.0,0.89,2.427,27.9,39.5,31.5,43.5,68.0
23,0,2020-10-14 06,57.0,210.0,1011.9,1019.1,7.2,770.0,0.3,1.204,12.2,13.4,19.1,24.7,452.0
29,0,2020-10-14 12,54.25,156.25,999.0,1013.0,14.0,740.0,0.73,2.348,22.7,27.0,37.5,60.4,476.0
26,0,2020-10-14 12,37.25,200.5,999.0,1015.0,15.9,650.0,0.99,2.803,31.0,43.2,35.2,53.1,86.0
30,0,2020-10-14 12,50.0,144.5,1000.4,1011.6,11.2,270.0,0.71,4.112,29.3,50.1,32.4,49.4,124.0
23,0,2020-10-14 12,57.5,211.0,1015.6,1022.5,6.8,690.0,0.17,1.145,11.5,12.7,19.2,25.5,489.0
29,0,2020-10-14 18,55.5,161.75,994.6,1013.9,19.3,580.0,0.39,3.575,30.7,40.5,38.7,56.6,408.0
26,0,2020-10-14 18,41.75,204.25,997.2,1017.3,20.1,600.0,1.16,3.682,35.7,51.6,37.8,57.3,173.0
30,0,2020-10-14 18,50.25,147.5,998.4,1010.1,11.8,280.0,0.64,4.192,30.0,50.9,35.2,52.9,140.0
26,0,2020-10-15 00,45.0,206.0,996.6,1018.7,22.1,540.0,1.31,4.327,38.1,57.1,39.7,63.3,294.0
30,0,2020-10-15 00,51.0,151.25,999.1,1008.5,9.4,330.0,0.84,2.991,24.4,35.9,36.0,48.4,195.0
26,0,2020-10-15 06,47.0,207.5,1000.8,1020.9,20.1,560.0,1.11,3.838,34.5,49.0,34.6,56.1,144.0
32,0,2020-10-15 06,37.5,199.5,1003.7,1014.6,10.9,770.0,0.86,1.836,22.7,28.1,28.2,37.9,92.0
33,0,2020-10-15 06,41.25,162.75,1010.4,1018.2,7.8,410.0,0.32,1.825,19.1,25.8,35.4,50.8,338.0
32,0,2020-10-15 12,37.0,198.75,1001.5,1015.3,13.8,620.0,1.17,2.528,28.4,39.2,32.8,43.8,141.0
26,0,2020-10-15 12,49.0,209.5,1004.8,1022.7,17.9,570.0,1.03,3.365,30.7,41.6,32.1,45.6,235.0
34,0,2020-10-15 12,29.75,144.0,1010.6,1017.2,6.6,530.0,0.35,1.247,17.6,23.5,22.6,27.9,396.0
33,0,2020-10-15 12,42.5,165.25,1011.4,1019.3,7.9,350.0,0.35,2.198,21.0,30.4,34.2,47.3,305.0
32,0,2020-10-15 18,37.0,198.0,1000.8,1016.5,15.8,580.0,1.7,2.978,31.8,46.2,37.8,50.3,120.0
26,0,2020-10-15 18,51.5,213.25,1008.4,1025.3,16.9,570.0,1.08,3.197,28.8,38.1,28.6,41.9,148.0
34,0,2020-10-15 18,30.5,144.0,1010.2,1016.8,6.6,510.0,0.3,1.297,17.8,23.8,30.0,41.8,478.0
33,0,2020-10-15 18,43.25,168.5,1012.2,1020.0,7.8,300.0,0.39,2.521,22.3,34.3,33.0,46.6,218.0
32,0,2020-10-16 00,37.0,198.5,1002.1,1016.5,14.4,660.0,1.26,2.531,28.8,39.3,35.4,47.3,138.0
26,0,2020-10-16 00,54.25,222.0,1009.6,1026.7,17.1,540.0,0.94,3.361,29.0,38.6,35.1,48.9,461.0
34,0,2020-10-16 00,31.25,145.25,1012.6,1018.8,6.2,490.0,0.19,1.258,17.0,22.6,30.9,40.4,467.0
32,0,2020-10-16 06,37.0,198.25,1005.8,1017.4,11.6,710.0,0.9,1.987,24.1,30.8,32.4,46.5,333.0
34,0,2020-10-16 06,32.0,145.75,1010.3,1016.5,6.2,490.0,0.12,1.266,16.8,22.3,27.8,37.8,445.0
36,0,2020-10-16 12,31.5,195.0,1007.1,1015.5,8.3,820.0,0.29,1.366,19.8,24.4,32.7,42.7,328.0
34,0,2020-10-16 12,33.25,147.25,1011.2,1017.8,6.7,450.0,0.13,1.486,18.4,25.3,28.6,38.9,334.0
37,0,2020-10-16 12,45.75,204.75,1012.2,1024.1,11.9,520.0,0.33,2.311,23.0,30.1,29.3,36.9,308.0
36,0,2020-10-16 18,30.5,193.5,1007.3,1016.5,9.2,640.0,0.52,1.628,22.3,29.9,32.4,41.9,302.0
34,0,2020-10-16 18,35.25,149.5,1010.2,1017.7,7.5,390.0,0.24,1.864,20.7,30.1,25.5,36.1,120.0
37,0,2020-10-16 18,47.75,205.25,1014.5,1025.1,10.6,440.0,0.33,2.333,22.0,29.4,28.0,35.2,351.0
36,0,2020-10-17 00,29.75,194.0,1007.7,1016.1,8.5,680.0,0.54,1.47,21.1,27.6,31.0,43.8,232.0
34,0,2020-10-17 00,36.75,152.75,1011.1,1018.9,7.8,330.0,0.31,2.273,22.6,35.5,29.2,38.4,86.0
37,0,2020-10-17 00,50.25,206.75,1012.7,1024.2,11.5,340.0,0.44,3.258,26.3,39.6,29.2,37.5,202.0
38,0,2020-10-17 06,33.75,196.5,1008.9,1019.1,10.2,700.0,0.18,1.676,22.0,28.1,30.8,42.9,462.0
34,0,2020-10-17 06,37.5,156.25,1010.4,1018.1,7.7,350.0,0.31,2.133,21.7,32.7,27.5,38.8,92.0
37,0,2020-10-17 06,52.0,208.0,1010.6,1023.2,12.7,300.0,0.72,4.104,29.8,48.6,28.3,35.3,187.0
37,0,2020-10-17 12,52.75,209.75,1008.1,1022.2,14.1,370.0,1.08,3.79,29.6,44.4,28.6,39.0,140.0
38,0,2020-10-17 12,34.0,195.75,1008.8,1019.4,10.6,650.0,0.28,1.808,22.9,30.2,35.0,47.1,259.0
34,0,2020-10-17 12,38.25,159.5,1013.0,1020.6,7.6,360.0,0.39,2.018,20.8,30.4,25.7,34.2,396.0
39,0,2020-10-17 12,42.0,177.75,1015.5,1022.2,6.7,230.0,0.88,2.812,22.6,39.2,27.5,36.9,141.0
37,0,2020-10-17 18,53.75,212.75,1007.8,1023.5,15.7,470.0,1.01,3.296,27.9,38.1,25.8,33.0,394.0
38,0,2020-10-17 18,33.0,194.0,1008.8,1019.1,10.3,550.0,0.49,1.952,23.9,33.5,36.1,48.3,215.0
34,0,2020-10-17 18,39.0,162.5,1013.8,1021.0,7.2,350.0,0.32,1.962,20.0,29.1,24.5,35.1,170.0
39,0,2020-10-17 18,43.0,181.5,1015.6,1021.6,6.0,220.0,1.14,2.697,21.5,36.9,25.8,34.6,457.0
38,0,2020-10-18 00,31.75,194.25,1007.6,1017.7,10.1,590.0,0.54,1.852,23.8,32.8,31.2,42.7,499.0
37,0,2020-10-18 00,54.0,215.0,1008.3,1021.5,13.3,510.0,1.0,2.748,24.5,31.7,27.4,37.0,310.0
39,0,2020-10-18 00,43.5,183.75,1015.1,1021.1,6.0,230.0,1.02,2.628,21.3,35.6,24.4,33.9,161.0
34,0,2020-10-18 00,39.0,166.0,1015.4,1022.6,7.2,360.0,0.33,1.901,19.7,28.2,25.5,33.6,105.0
38,0,2020-10-18 06,31.75,194.25,1008.0,1018.2,10.2,570.0,0.45,1.91,24.2,33.9,28.2,39.8,438.0
37,0,2020-10-18 06,54.0,219.0,1009.9,1022.7,12.8,610.0,0.49,2.275,21.6,26.2,27.1,33.8,289.0
42,0,2020-10-18 06,36.5,152.0,1014.0,1019.2,5.2,240.0,0.34,2.145,19.9,33.7,25.7,40.0,179.0
34,0,2020-10-18 06,38.75,167.0,1015.6,1022.3,6.7,360.0,0.3,1.784,18.8,26.6,26.4,39.7,205.0
39,0,2020-10-18 06,44.0,186.0,1015.9,1021.0,5.1,200.0,1.09,2.702,20.8,36.3,25.0,32.8,103.0
43,0,2020-10-18 12,54.25,144.5,997.8,1013.7,15.9,590.0,0.77,2.879,26.0,33.1,29.5,47.4,90.0
38,0,2020-10-18 12,31.75,193.0,1008.2,1017.0,8.8,530.0,0.4,1.745,22.2,30.9,28.1,38.4,317.0
37,0,2020-10-18 12,54.5,219.75,1008.9,1022.1,13.2,550.0,0.49,2.504,22.9,28.7,29.1,40.7,187.0
42,0,2020-10-18 12,37.5,153.5,1014.8,1020.9,6.1,230.0,0.38,2.581,22.1,39.6,26.0,35.0,106.0
34,0,2020-10-18 12,38.75,169.25,1017.3,1023.6,6.4,320.0,0.38,1.887,19.1,28.1,25.2,31.9,223.0
43,0,2020-10-18 18,55.75,147.25,994.2,1012.7,18.5,570.0,0.71,3.482,29.9,39.3,35.1,53.3,390.0
37,0,2020-10-18 18,55.0,221.5,1007.2,1022.2,15.0,460.0,0.85,3.229,27.1,36.8,31.4,45.3,125.0
38,0,2020-10-18 18,30.75,192.5,1007.5,1016.1,8.6,550.0,0.42,1.663,21.9,30.4,28.3,37.4,284.0
42,0,2020-10-18 18,38.75,155.75,1013.0,1020.4,7.3,250.0,0.44,2.884,24.3,43.0,26.0,31.5,120.0
34,0,2020-10-18 18,38.75,170.75,1017.1,1023.3,6.1,320.0,0.38,1.826,18.6,27.2,25.5,33.6,233.0
43,0,2020-10-19 00,57.5,149.0,991.1,1012.3,21.2,530.0,0.87,4.224,33.9,46.7,34.0,49.9,425.0
38,0,2020-10-19 00,29.25,193.0,1006.0,1014.2,8.2,600.0,0.46,1.497,21.1,28.6,25.8,34.9,376.0
45,0,2020-10-19 00,57.25,218.5,1011.1,1020.2,9.1,470.0,0.9,1.878,17.1,20.8,33.0,48.6,491.0
42,0,2020-10-19 00,39.5,158.5,1013.1,1021.1,8.0,270.0,0.51,2.882,24.6,42.3,25.7,38.7,86.0
34,0,2020-10-19 00,38.25,171.5,1017.3,1022.7,5.3,330.0,0.27,1.547,16.6,23.3,26.8,35.4,196.0
43,0,2020-10-19 06,57.75,150.5,990.4,1011.6,21.2,530.0,1.03,4.231,33.9,46.7,32.9,48.6,205.0
45,0,2020-10-19 06,56.75,221.0,1011.4,1019.9,8.6,400.0,0.91,2.083,18.3,23.2,27.9,36.7,489.0
42,0,2020-10-19 06,40.0,161.0,1011.9,1020.3,8.4,300.0,0.44,2.691,24.1,39.1,28.7,34.4,56.0
46,0,2020-10-19 12,29.0,194.75,1004.0,1012.8,8.7,700.0,0.56,1.481,21.6,28.5,21.0,31.8,168.0
45,0,2020-10-19 12,56.25,224.0,1011.6,1019.6,7.9,300.0,0.74,2.598,20.6,29.2,25.4,35.5,96.0
42,0,2020-10-19 12,40.25,162.25,1011.8,1020.9,9.1,310.0,0.56,2.815,25.0,40.7,24.7,32.1,207.0
46,0,2020-10-19 18,29.75,195.25,1004.2,1013.2,9.0,660.0,0.68,1.588,22.3,29.9,24.4,34.8,296.0
42,0,2020-10-19 18,41.0,164.25,1011.2,1020.2,9.0,330.0,0.56,2.643,24.2,37.6,24.0,31.5,442.0
48,0,2020-10-19 18,34.5,148.25,1014.2,1019.2,5.1,260.0,0.31,1.851,18.7,30.5,25.8,36.1,149.0
45,0,2020-10-19 18,55.75,226.5,1014.5,1019.9,5.4,240.0,0.65,2.233,17.5,25.2,24.1,33.1,89.0
46,0,2020-10-20 00,31.0,195.5,1003.2,1012.0,8.8,740.0,0.62,1.496,21.2,27.1,25.4,30.9,494.0
42,0,2020-10-20 00,41.5,166.75,1011.1,1019.9,8.8,390.0,0.3,2.217,21.9,31.2,27.9,36.0,275.0
48,0,2020-10-20 00,35.75,152.0,1013.5,1019.9,6.4,250.0,0.37,2.449,22.2,39.1,28.9,40.0,179.0
46,0,2020-10-20 06,31.0,195.5,1003.3,1012.0,8.7,690.0,0.6,1.517,21.2,27.5,24.3,32.7,482.0
42,0,2020-10-20 06,42.5,168.5,1008.3,1017.8,9.5,400.0,0.47,2.329,22.7,32.2,28.8,42.2,165.0
50,0,2020-10-20 06,48.5,164.0,1008.8,1017.0,8.2,450.0,0.73,1.864,18.3,23.2,26.7,35.1,472.0
48,0,2020-10-20 06,36.5,156.75,1009.9,1017.1,7.1,240.0,0.43,2.89,24.5,45.3,35.8,49.6,71.0
46,0,2020-10-20 12,32.5,196.25,1001.4,1011.4,10.1,640.0,0.76,1.803,23.4,31.3,30.4,41.2,408.0
42,0,2020-10-20 12,43.5,170.0,1005.5,1016.8,11.2,390.0,0.76,2.839,26.0,38.5,31.2,41.9,115.0
50,0,2020-10-20 12,50.5,165.5,1005.6,1017.1,11.5,490.0,0.94,2.438,22.7,29.5,30.2,43.0,420.0
48,0,2020-10-20 12,36.25,159.75,1010.9,1017.2,6.3,290.0,0.36,2.123,20.9,33.5,30.5,42.1,202.0
50,0,2020-10-20 18,52.5,167.0,1000.1,1016.9,16.8,490.0,1.28,3.551,30.1,41.8,34.3,46.3,44.0
46,0,2020-10-20 18,35.0,196.25,1001.4,1012.2,10.8,700.0,0.73,1.874,23.6,30.5,29.7,40.7,457.0
42,0,2020-10-20 18,44.25,171.75,1001.8,1014.9,13.1,390.0,0.78,3.344,29.1,44.7,30.3,41.6,299.0
51,0,2020-10-20 18,41.75,191.75,1004.1,1015.6,11.5,800.0,0.36,1.872,21.8,26.2,33.5,41.1,479.0
48,0,2020-10-20 18,36.25,164.0,1009.5,1014.9,5.4,310.0,0.34,1.779,18.6,28.1,26.0,39.0,71.0
50,0,2020-10-21 00,53.75,167.5,997.3,1017.3,20.0,500.0,1.26,4.149,33.8,48.0,34.5,47.7,166.0
42,0,2020-10-21 00,44.75,174.0,998.5,1013.2,14.8,370.0,0.77,4.01,32.7,53.2,31.6,48.2,148.0
46,0,2020-10-21 00,37.0,196.0,1000.8,1011.5,10.7,760.0,0.67,1.818,22.6,28.2,25.2,35.0,462.0
51,0,2020-10-21 00,44.0,191.25,1002.8,1014.8,12.0,640.0,0.55,2.118,22.7,28.5,38.3,44.9,497.0
50,0,2020-10-21 06,54.75,165.75,993.8,1017.5,23.7,440.0,1.6,5.374,39.6,61.4,38.2,56.0,162.0
42,0,2020-10-21 06,46.25,176.0,994.1,1011.5,17.4,370.0,1.11,4.728,36.4,61.1,39.0,52.4,213.0
51,0,2020-10-21 06,45.25,190.0,1000.9,1012.4,11.4,570.0,1.11,2.259,23.1,29.7,34.0,46.5,483.0
46,0,2020-10-21 06,39.0,195.75,1003.0,1011.8,8.8,830.0,0.6,1.474,18.6,21.9,23.2,31.6,489.0
42,0,2020-10-21 12,48.25,176.25,987.3,1011.4,24.1,400.0,1.95,6.112,44.0,76.5,42.1,62.3,111.0
50,0,2020-10-21 12,54.25,164.75,994.7,1017.3,22.6,380.0,1.82,5.845,40.6,67.2,41.4,61.2,101.0
51,0,2020-10-21 12,46.75,190.0,997.7,1010.5,12.8,670.0,1.44,2.353,24.2,30.2,35.5,44.0,495.0
42,0,2020-10-21 18,49.5,175.25,977.8,1011.7,33.9,400.0,3.14,8.479,54.8,104.1,43.6,68.2,78.0
51,0,2020-10-21 18,48.75,189.25,995.2,1009.3,14.1,860.0,1.13,2.395,24.9,29.7,34.9,45.5,266.0
50,0,2020-10-21 18,53.5,164.25,1001.0,1015.9,14.9,390.0,1.32,3.803,29.9,44.2,33.6,48.2,151.0
42,0,2020-10-22 00,49.0,175.5,971.9,1011.6,39.6,380.0,3.61,10.314,61.6,127.5,45.0,66.5,231.0
42,0,2020-10-22 06,47.5,177.25,974.8,1010.4,35.6,430.0,3.16,8.351,56.1,105.7,45.1,67.3,260.0
